,TRIP_MILES,TRIP_SECONDS,FARE,COMPANY,TIP_RATE,TRIP_MINUTES
438,2.14,1331,12.5,City Service,0.0,22.183333333333334
439,0.64,398,5.5,City Service,0.0,6.633333333333334
440,5.86,3644,29.5,Flash Cab,0.0,60.733333333333334
441,0.51,317,5.0,Flash Cab,0.0,5.283333333333333
442,1.22,758,8.25,City Service,0.0,12.633333333333333
443,0.8,497,6.5,Flash Cab,0.0,8.283333333333333
444,0.53,329,5.5,Flash Cab,36.4,5.483333333333333
445,0.68,422,5.75,City Service,0.0,7.033333333333333
446,0.84,521,6.75,Taxicab Insurance Agency Llc,0.0,8.683333333333334
447,1.25,774,8.5,Blue Ribbon Taxi Association,0.0,12.9
448,7.35,4551,38.75,Flash Cab,0.0,75.85
449,0.53,328,5.25,24 Seven Taxi,0.0,5.466666666666667
450,0.8,495,6.25,Chicago Independents,0.0,8.25
451,1.07,662,7.75,Taxicab Insurance Agency Llc,0.0,11.033333333333333
452,0.93,575,9.0,Sun Taxi,11.1,9.583333333333334
453,5.93,3666,29.0,Flash Cab,0.0,61.1
454,6.6,4080,36.0,Taxi Affiliation Services,0.0,68.0
455,0.66,408,5.75,Sun Taxi,0.0,6.8
456,0.55,340,5.25,Flash Cab,0.0,5.666666666666667
457,1.13,698,8.0,Flash Cab,0.0,11.633333333333333
458,0.65,401,5.75,City Service,34.8,6.683333333333334
459,0.89,549,7.0,Flash Cab,28.6,9.15
460,0.66,407,9.0,Medallion Leasin,17.2,6.783333333333333
461,0.54,333,9.0,Chicago Independents,55.6,5.55
462,5.63,3471,29.0,Flash Cab,0.0,57.85
463,1.53,943,10.0,Flash Cab,0.0,15.716666666666667
464,1.76,1084,10.75,Taxicab Insurance Agency Llc,37.2,18.066666666666666
465,0.82,505,6.5,Sun Taxi,0.0,8.416666666666666
466,0.64,394,5.75,City Service,0.0,6.566666666666666
467,1.4,861,9.25,Medallion Leasin,0.0,14.35
468,4.0,2460,20.75,Taxi Affiliation Services,0.0,41.0
469,6.06,3722,29.75,Flash Cab,0.0,62.03333333333333
470,1.04,638,9.0,Sun Taxi,23.0,10.633333333333333
471,1.0,613,6.75,Chicago Taxicab,0.0,10.216666666666667
472,5.01,3069,24.75,Chicago Independents,20.4,51.15
473,8.54,5219,45.25,Flash Cab,0.0,86.98333333333333
474,1.61,983,10.0,Flash Cab,0.0,16.383333333333333
475,0.87,531,6.75,Sun Taxi,0.0,8.85
476,0.62,378,5.75,Blue Ribbon Taxi Association,17.4,6.3
477,1.04,634,7.75,Flash Cab,0.0,10.566666666666666
478,1.19,725,8.25,Star North Taxi Management Llc,36.4,12.083333333333334
479,3.2,1946,18.25,Flash Cab,0.0,32.43333333333333
480,2.99,1818,12.52,Sun Taxi,23.0,30.3
481,0.5,304,5.0,City Service,0.0,5.066666666666666
482,0.54,328,9.0,Taxicab Insurance Agency Llc,0.0,5.466666666666667
483,0.7,425,5.75,Flash Cab,0.0,7.083333333333333
484,0.98,595,7.25,City Service,41.4,9.916666666666666
485,0.6,364,4.75,Medallion Leasin,0.0,6.066666666666666
486,1.36,825,9.0,Sun Taxi,0.0,13.75
487,1.97,1195,9.0,Globe Taxi,23.0,19.916666666666668
488,0.61,370,5.75,Blue Ribbon Taxi Association,59.3,6.166666666666667
489,1.5,909,9.5,Sun Taxi,31.6,15.15
490,0.5,303,5.0,Flash Cab,0.0,5.05
491,1.12,678,7.75,Flash Cab,0.0,11.3
492,1.12,678,7.75,City Service,0.0,11.3
493,0.91,550,6.75,City Service,0.0,9.166666666666666
494,1.01,610,7.25,Flash Cab,0.0,10.166666666666666
495,0.53,320,5.25,Flash Cab,0.0,5.333333333333333
496,0.54,326,5.25,Flash Cab,0.0,5.433333333333334
497,0.58,350,5.5,City Service,21.8,5.833333333333333
498,1.39,838,9.0,City Service,20.8,13.966666666666667
499,0.82,494,6.5,Medallion Leasin,26.7,8.233333333333333
500,2.09,1259,12.25,City Service,31.2,20.983333333333334
501,0.97,584,9.0,Medallion Leasin,17.2,9.733333333333333
502,1.5,903,9.5,Chicago Independents,31.6,15.05
503,3.6,2167,19.5,Chicago Independents,0.0,36.11666666666667
504,0.56,337,5.5,24 Seven Taxi,36.4,5.616666666666666
505,1.69,1017,11.0,Flash Cab,0.0,16.95
506,1.14,686,9.0,Chicago Independents,23.0,11.433333333333334
507,5.33,3206,28.0,City Service,0.0,53.43333333333333
508,0.68,409,6.0,Flash Cab,0.0,6.816666666666666
509,1.38,830,9.0,Medallion Leasin,0.0,13.833333333333334
510,1.04,625,10.05,Flash Cab,23.0,10.416666666666666
511,0.7,420,6.0,Choice Taxi Association,0.0,7.0
512,0.6,360,5.5,Globe Taxi,36.4,6.0
513,0.7,420,6.0,Top Cab Affiliation,0.0,7.0
514,0.7,420,5.5,Taxi Affiliation Services,0.0,7.0
515,0.6,360,5.5,Taxi Affiliation Services,0.0,6.0
516,0.6,360,5.75,Taxi Affiliation Services,0.0,6.0
517,0.6,360,5.75,Top Cab Affiliation,34.8,6.0
518,0.6,360,5.75,Globe Taxi,59.3,6.0
519,0.7,420,6.25,Chicago Independents,48.0,7.0
520,0.6,360,5.75,Taxi Affiliation Services,0.0,6.0
521,0.7,420,9.25,Taxi Affiliation Services,0.0,7.0
522,0.6,360,5.75,Taxi Affiliation Services,0.0,6.0
523,0.6,360,6.0,Taxi Affiliation Services,0.0,6.0
524,0.7,420,6.0,Taxi Affiliation Services,0.0,7.0
525,1.4,840,9.25,Taxi Affiliation Services,21.6,14.0
526,0.94,564,7.0,Sun Taxi,0.0,9.4
527,0.6,360,5.5,Globe Taxi,0.0,6.0
528,0.7,420,6.25,"Taxicab Insurance Agency, LLC",40.0,7.0
529,1.4,840,9.5,Taxi Affiliation Services,0.0,14.0
530,1.7,1020,10.5,Taxi Affiliation Services,26.1,17.0
531,0.5,300,5.0,Choice Taxi Association,0.0,5.0
532,0.5,300,5.0,"Taxicab Insurance Agency, LLC",0.0,5.0
533,1.0,600,7.5,Top Cab Affiliation,0.0,10.0
534,0.8,480,6.5,Top Cab Affiliation,0.0,8.0
535,0.8,480,6.5,"Taxicab Insurance Agency, LLC",30.8,8.0
536,1.6,960,9.75,Chicago Independents,10.3,16.0
537,0.8,480,6.5,"Taxicab Insurance Agency, LLC",61.5,8.0
538,0.8,480,6.5,Choice Taxi Association,0.0,8.0
539,1.0,600,7.0,U Taxicab,0.0,10.0
540,0.9,540,6.75,U Taxicab,0.0,9.0
541,0.9,540,6.75,"Taxicab Insurance Agency, LLC",20.0,9.0
542,2.7,1620,14.25,Taxi Affiliation Services,7.0,27.0
543,0.5,300,5.0,Globe Taxi,60.0,5.0
544,0.8,480,6.5,Taxi Affiliation Services,26.7,8.0
545,0.8,480,6.0,Top Cab Affiliation,33.3,8.0
546,1.35,810,8.5,Sun Taxi,0.0,13.5
547,0.5,300,5.25,"Taxicab Insurance Agency, LLC",35.0,5.0
548,0.5,300,5.25,Taxi Affiliation Services,0.0,5.0
549,0.5,300,5.0,Taxi Affiliation Services,66.7,5.0
550,0.8,480,6.5,"Taxicab Insurance Agency, LLC",0.0,8.0
551,1.3,780,8.75,Taxi Affiliation Services,34.3,13.0
552,1.6,960,9.5,Taxi Affiliation Services,0.0,16.0
553,0.5,300,5.5,Top Cab Affiliation,0.0,5.0
554,0.5,300,5.0,Choice Taxi Association,0.0,5.0
555,0.8,480,7.75,"Taxicab Insurance Agency, LLC",10.1,8.0
556,0.5,300,5.0,"Taxicab Insurance Agency, LLC",40.0,5.0
557,1.0,600,7.25,Globe Taxi,0.0,10.0
558,1.0,600,7.75,Taxi Affiliation Services,0.0,10.0
559,1.0,600,7.5,Top Cab Affiliation,0.0,10.0
560,2.6,1560,14.0,Taxi Affiliation Services,0.0,26.0
561,1.3,780,8.5,Globe Taxi,35.3,13.0
562,0.8,480,6.25,Taxi Affiliation Services,0.0,8.0
563,0.8,480,6.5,Top Cab Affiliation,30.8,8.0
564,0.8,480,6.5,U Taxicab,61.5,8.0
565,0.5,300,5.0,U Taxicab,0.0,5.0
566,0.5,300,5.25,Taxi Affiliation Services,0.0,5.0
567,1.06,636,9.0,Blue Ribbon Taxi Association,11.6,10.6
568,0.5,300,5.25,Top Cab Affiliation,0.0,5.0
569,0.8,480,6.5,Top Cab Affiliation,0.0,8.0
570,0.5,300,5.25,Taxi Affiliation Services,0.0,5.0
571,1.3,780,9.25,"Taxicab Insurance Agency, LLC",0.0,13.0
572,0.8,480,6.25,Top Cab Affiliation,0.0,8.0
573,0.8,480,6.5,Top Cab Affiliation,30.8,8.0
574,0.5,300,5.25,Top Cab Affiliation,41.4,5.0
575,0.8,480,6.25,Choice Taxi Association,0.0,8.0
576,2.0,1200,12.0,Taxi Affiliation Services,0.0,20.0
577,1.3,780,8.5,Taxi Affiliation Services,0.0,13.0
578,0.5,300,5.0,Taxi Affiliation Services,60.0,5.0
579,1.8,1080,10.25,Taxi Affiliation Services,0.0,18.0
580,1.8,1080,11.0,Taxi Affiliation Services,0.0,18.0
581,0.5,300,5.0,Taxi Affiliation Services,0.0,5.0
582,0.8,480,6.5,Taxi Affiliation Services,26.7,8.0
583,1.0,600,7.25,Taxi Affiliation Services,0.0,10.0
584,0.8,480,6.75,Choice Taxi Association,29.6,8.0
585,1.0,600,7.25,Taxi Affiliation Services,0.0,10.0
586,0.5,300,5.25,Globe Taxi,0.0,5.0
587,1.7,1020,10.0,Taxi Affiliation Services,0.0,17.0
588,1.0,600,7.5,Top Cab Affiliation,0.0,10.0
589,0.5,300,5.25,Choice Taxi Association,0.0,5.0
590,0.5,300,5.0,Taxi Affiliation Services,0.0,5.0
591,0.5,300,5.25,Taxi Affiliation Services,0.0,5.0
592,0.8,480,6.75,Taxi Affiliation Services,0.0,8.0
593,1.1,660,7.5,Taxi Affiliation Services,35.3,11.0
594,1.1,660,7.0,U Taxicab,28.6,11.0
595,0.55,330,5.25,Flash Cab,0.0,5.5
596,0.68,408,6.0,Flash Cab,0.0,6.8
597,1.1,660,8.0,Globe Taxi,36.4,11.0
598,1.11,666,8.0,City Service,25.0,11.1
599,1.1,660,7.75,Top Cab Affiliation,0.0,11.0
600,2.14,1283,12.75,Medallion Leasin,0.0,21.383333333333333
601,2.7,1618,14.25,Taxicab Insurance Agency Llc,31.0,26.966666666666665
602,5.38,3224,27.75,Flash Cab,0.0,53.733333333333334
603,0.7,419,6.0,Chicago Independents,33.3,6.983333333333333
604,1.22,730,8.25,Flash Cab,0.0,12.166666666666666
605,0.84,502,7.0,Flash Cab,0.0,8.366666666666667
606,1.16,693,9.0,Chicago Independents,22.9,11.55
607,0.72,430,6.0,Medallion Leasin,21.7,7.166666666666667
608,0.7,418,6.75,Chicago Independents,25.8,6.966666666666667
609,2.03,1212,11.75,Sun Taxi,20.8,20.2
610,6.36,3797,30.75,Flash Cab,0.0,63.28333333333333
611,1.76,1050,7.25,Star North Taxi Management Llc,0.0,17.5
612,5.62,3352,27.75,Flash Cab,0.0,55.86666666666667
613,2.76,1646,15.5,Flash Cab,0.0,27.433333333333334
614,6.05,3608,29.5,Flash Cab,0.0,60.13333333333333
615,1.2,715,6.75,Sun Taxi,0.0,11.916666666666666
616,1.39,828,9.0,Sun Taxi,5.8,13.8
617,1.17,696,8.0,Sun Taxi,25.0,11.6
618,0.57,339,5.5,Flash Cab,0.0,5.65
619,1.12,666,7.75,Flash Cab,0.0,11.1
620,1.62,963,10.0,City Service,20.0,16.05
621,1.07,636,7.5,Flash Cab,21.3,10.6
622,0.51,303,5.25,Flash Cab,0.0,5.05
623,8.8,5228,45.0,Globe Taxi,0.0,87.13333333333334
624,0.84,499,9.0,Flash Cab,11.6,8.316666666666666
625,1.97,1170,11.75,Sun Taxi,0.0,19.5
626,0.9,534,6.5,Chicago Independents,0.0,8.9
627,2.76,1637,14.5,Sun Taxi,25.8,27.283333333333335
628,0.84,498,6.5,City Service,30.8,8.3
629,1.62,960,9.75,City Service,27.9,16.0
630,1.47,871,9.0,Sun Taxi,33.3,14.516666666666667
631,0.6,355,5.5,Chicago Taxicab,36.4,5.916666666666667
632,0.84,497,6.5,Sun Taxi,0.0,8.283333333333333
633,0.57,337,5.25,Taxicab Insurance Agency Llc,0.0,5.616666666666666
634,0.74,437,6.25,Flash Cab,0.0,7.283333333333333
635,3.53,2083,18.0,Medallion Leasin,30.8,34.71666666666667
636,1.44,849,9.0,City Service,0.0,14.15
637,0.83,489,9.0,Sun Taxi,22.2,8.15
638,1.36,801,8.75,Flash Cab,21.1,13.35
639,0.99,583,7.25,Flash Cab,0.0,9.716666666666667
640,1.7,1001,10.0,Chicago Independents,0.0,16.683333333333334
641,0.96,565,7.0,Globe Taxi,0.0,9.416666666666666
642,6.62,3896,31.0,Flash Cab,0.0,64.93333333333334
643,1.39,818,9.0,24 Seven Taxi,19.0,13.633333333333333
644,1.16,682,8.0,Flash Cab,50.0,11.366666666666667
645,1.2,705,8.0,Globe Taxi,0.0,11.75
646,0.63,370,5.5,Taxicab Insurance Agency Llc,0.0,6.166666666666667
647,0.86,505,6.75,City Service,34.3,8.416666666666666
648,1.38,810,8.75,Sun Taxi,0.0,13.5
649,0.61,358,5.75,Flash Cab,0.0,5.966666666666667
650,2.8,1643,14.75,Chicago Independents,0.0,27.383333333333333
651,0.6,352,5.5,Chicago Independents,36.4,5.866666666666666
652,0.52,305,9.0,City Service,23.0,5.083333333333333
653,3.34,1959,18.0,Flash Cab,0.0,32.65
654,1.63,956,9.75,Flash Cab,0.0,15.933333333333334
655,2.66,1560,14.0,Sun Taxi,20.7,26.0
656,2.21,1296,12.5,Sun Taxi,0.0,21.6
657,1.05,615,7.25,City Service,27.6,10.25
658,5.11,2992,24.75,Medallion Leasin,0.0,49.86666666666667
659,0.82,480,6.0,Sun Taxi,0.0,8.0
660,2.36,1381,10.54,Globe Taxi,23.0,23.016666666666666
661,1.27,743,8.5,Sun Taxi,23.5,12.383333333333333
662,2.67,1562,14.5,Flash Cab,0.0,26.033333333333335
663,0.6,351,5.5,Chicago Independents,30.8,5.85
664,4.0,2340,27.0,Choice Taxi Association,0.0,39.0
665,0.9,526,7.0,Flash Cab,0.0,8.766666666666667
666,0.83,485,6.75,Flash Cab,44.4,8.083333333333334
667,0.95,555,7.0,Star North Taxi Management Llc,0.0,9.25
668,1.26,736,8.5,Taxicab Insurance Agency Llc,0.0,12.266666666666667
669,1.36,794,8.75,24 Seven Taxi,0.0,13.233333333333333
670,3.7,2160,18.5,U Taxicab,0.0,36.0
671,6.46,3770,32.25,Flash Cab,0.0,62.833333333333336
672,0.72,420,6.5,Medallion Leasin,0.0,7.0
673,0.96,560,9.0,Flash Cab,20.7,9.333333333333334
674,2.04,1190,11.25,Chicago Independents,8.9,19.833333333333332
675,0.66,385,5.75,City Service,0.0,6.416666666666667
676,0.66,385,5.75,Sun Taxi,16.3,6.416666666666667
677,1.32,770,8.5,Flash Cab,31.6,12.833333333333334
678,1.28,746,9.0,Medallion Leasin,23.0,12.433333333333334
679,1.29,751,8.25,Sun Taxi,36.4,12.516666666666667
680,0.84,489,6.25,Sun Taxi,0.0,8.15
681,1.22,710,8.25,Flash Cab,0.0,11.833333333333334
682,0.54,314,5.25,City Service,0.0,5.233333333333333
683,3.2,1860,16.0,Taxi Affiliation Services,20.6,31.0
684,1.85,1074,10.25,Blue Ribbon Taxi Association,42.0,17.9
685,1.68,975,9.75,Flash Cab,41.0,16.25
686,0.8,464,6.5,Flash Cab,0.0,7.733333333333333
687,3.17,1838,10.58,City Service,23.0,30.633333333333333
688,0.77,446,6.25,Medallion Leasin,27.0,7.433333333333334
689,1.05,608,7.5,Medallion Leasin,0.0,10.133333333333333
690,1.59,920,9.5,Sun Taxi,21.1,15.333333333333334
691,3.4,1966,18.75,Flash Cab,0.0,32.766666666666666
692,0.5,289,5.0,Flash Cab,0.0,4.816666666666666
693,2.53,1462,9.28,Globe Taxi,17.2,24.366666666666667
694,0.61,352,5.25,Medallion Leasin,0.0,5.866666666666666
695,0.87,502,6.75,Medallion Leasin,29.6,8.366666666666667
696,2.3,1327,12.75,Star North Taxi Management Llc,0.0,22.116666666666667
697,0.93,536,6.75,Flash Cab,41.4,8.933333333333334
698,1.02,587,7.5,City Service,0.0,9.783333333333333
699,1.17,673,7.75,Flash Cab,22.9,11.216666666666667
700,2.4,1380,12.75,Taxi Affiliation Services,0.0,23.0
701,1.19,684,7.75,Flash Cab,32.3,11.4
702,0.71,408,5.75,Taxicab Insurance Agency Llc,0.0,6.8
703,0.74,425,6.25,Sun Taxi,48.0,7.083333333333333
704,0.62,356,5.5,City Service,0.0,5.933333333333334
705,1.19,683,8.0,Flash Cab,0.0,11.383333333333333
706,1.02,585,7.25,Flash Cab,24.2,9.75
707,1.28,734,8.25,Flash Cab,36.4,12.233333333333333
708,1.24,711,8.25,City Service,24.2,11.85
709,6.16,3532,32.0,Sun Taxi,0.0,58.86666666666667
710,1.8,1031,10.75,Blue Ribbon Taxi Association,0.0,17.183333333333334
711,0.73,418,6.0,Medallion Leasin,0.0,6.966666666666667
712,4.7,2690,23.75,Flash Cab,0.0,44.833333333333336
713,1.19,681,7.75,Flash Cab,0.0,11.35
714,6.37,3645,30.5,Flash Cab,0.0,60.75
715,0.79,452,6.25,Flash Cab,0.0,7.533333333333333
716,2.37,1356,13.0,Taxicab Insurance Agency Llc,0.0,22.6
717,0.57,326,5.75,Patriot Taxi Dba Peace Taxi Associat,0.0,5.433333333333334
718,0.64,366,5.75,Blue Ribbon Taxi Association,52.2,6.1
719,8.12,4642,26.5,Flash Cab,0.0,77.36666666666666
720,1.2,686,8.0,Chicago Independents,0.0,11.433333333333334
721,2.04,1166,11.5,Chicago Independents,0.0,19.433333333333334
722,2.1,1200,12.0,"Taxicab Insurance Agency, LLC",0.0,20.0
723,2.1,1200,11.5,Taxi Affiliation Services,0.0,20.0
724,1.5,857,9.0,Taxicab Insurance Agency Llc,0.0,14.283333333333333
725,0.59,337,5.5,Flash Cab,0.0,5.616666666666666
726,2.87,1639,12.53,Chicago Independents,23.0,27.316666666666666
727,0.72,411,6.0,City Service,0.0,6.85
728,2.24,1278,13.25,Flash Cab,0.0,21.3
729,1.58,901,9.5,Taxicab Insurance Agency Llc,31.6,15.016666666666667
730,6.05,3450,26.5,Medallion Leasin,20.4,57.5
731,5.53,3153,18.83,Star North Taxi Management Llc,23.0,52.55
732,0.67,382,9.0,Sun Taxi,17.2,6.366666666666666
733,0.6,342,5.5,Flash Cab,0.0,5.7
734,1.86,1060,9.0,City Service,22.9,17.666666666666668
735,4.5,2564,22.0,Flash Cab,0.0,42.733333333333334
736,4.38,2495,21.5,Chicago Independents,0.0,41.583333333333336
737,2.04,1162,9.35,Sun Taxi,20.7,19.366666666666667
738,1.3,740,8.0,City Service,0.0,12.333333333333334
739,3.73,2123,19.25,Sun Taxi,0.0,35.38333333333333
740,1.42,808,9.0,Flash Cab,33.3,13.466666666666667
741,1.06,603,7.5,Star North Taxi Management Llc,0.0,10.05
742,0.61,347,5.5,Sun Taxi,0.0,5.783333333333333
743,0.8,455,11.0,Flash Cab,18.2,7.583333333333333
744,0.54,307,5.25,Flash Cab,0.0,5.116666666666666
745,1.23,699,8.0,Star North Taxi Management Llc,0.0,11.65
746,0.86,488,6.5,Taxicab Insurance Agency Llc,0.0,8.133333333333333
747,0.52,295,5.25,City Service,0.0,4.916666666666667
748,1.78,1009,10.0,City Service,18.2,16.816666666666666
749,5.75,3259,27.5,Flash Cab,0.0,54.31666666666667
750,0.6,340,5.25,Globe Taxi,32.0,5.666666666666667
751,0.57,323,5.5,24 Seven Taxi,0.0,5.383333333333334
752,1.8,1020,10.5,Choice Taxi Association,0.0,17.0
753,1.8,1020,10.5,Taxi Affiliation Services,21.0,17.0
754,1.8,1020,10.25,Globe Taxi,10.0,17.0
755,1.35,765,8.5,Sun Taxi,31.6,12.75
756,1.8,1020,10.25,Taxi Affiliation Services,0.0,17.0
757,1.8,1020,10.5,Choice Taxi Association,31.0,17.0
758,7.49,4243,31.25,Patriot Taxi Dba Peace Taxi Associat,0.0,70.71666666666667
759,1.72,974,10.0,Sun Taxi,20.0,16.233333333333334
760,0.5,283,5.0,Chicago Independents,0.0,4.716666666666667
761,0.7,396,6.0,Flash Cab,66.7,6.6
762,3.15,1782,16.0,Medallion Leasin,0.0,29.7
763,1.05,594,7.5,Chicago Independents,0.0,9.9
764,1.52,859,9.5,Medallion Leasin,0.0,14.316666666666666
765,0.97,548,9.0,Medallion Leasin,23.0,9.133333333333333
766,3.4,1920,16.0,Taxi Affiliation Services,47.1,32.0
767,1.32,745,8.25,Flash Cab,0.0,12.416666666666666
768,1.46,824,8.75,Blue Ribbon Taxi Association,0.0,13.733333333333333
769,1.01,570,7.25,Taxicab Insurance Agency Llc,0.0,9.5
770,2.59,1461,14.25,Chicago Independents,0.0,24.35
771,0.75,423,6.0,Taxicab Insurance Agency Llc,0.0,7.05
772,3.41,1923,12.56,Flash Cab,23.0,32.05
773,0.72,406,6.0,Flash Cab,0.0,6.766666666666667
774,1.05,592,7.0,City Service,28.6,9.866666666666667
775,0.58,327,5.5,24 Seven Taxi,0.0,5.45
776,1.54,868,9.25,City Service,0.0,14.466666666666667
777,4.09,2305,20.5,Flash Cab,0.0,38.416666666666664
778,2.98,1679,15.5,Flash Cab,25.8,27.983333333333334
779,1.29,726,8.25,Sun Taxi,24.2,12.1
780,0.67,377,5.75,Blue Ribbon Taxi Association,29.6,6.283333333333333
781,0.67,377,6.0,Flash Cab,0.0,6.283333333333333
782,0.88,495,6.75,Taxicab Insurance Agency Llc,48.5,8.25
783,1.62,911,9.25,Flash Cab,32.4,15.183333333333334
784,1.93,1085,9.14,Blue Ribbon Taxi Association,0.0,18.083333333333332
785,0.58,326,5.25,City Service,0.0,5.433333333333334
786,0.5,281,4.75,Chicago Independents,63.2,4.683333333333334
787,1.46,820,9.25,Blue Ribbon Taxi Association,0.1,13.666666666666666
788,1.24,696,8.0,Flash Cab,12.5,11.6
789,0.8,449,6.25,City Service,0.0,7.483333333333333
790,0.85,477,6.5,Medallion Leasin,30.8,7.95
791,6.21,3483,28.5,Flash Cab,0.0,58.05
792,1.07,600,7.25,Star North Taxi Management Llc,0.0,10.0
793,0.56,314,5.5,Patriot Taxi Dba Peace Taxi Associat,0.0,5.233333333333333
794,0.86,482,6.5,Flash Cab,0.0,8.033333333333333
795,6.23,3491,31.25,Flash Cab,0.0,58.18333333333333
796,0.58,325,5.25,Medallion Leasin,0.0,5.416666666666667
797,0.68,381,5.75,Flash Cab,29.6,6.35
798,1.08,605,7.5,24 Seven Taxi,26.7,10.083333333333334
799,3.0,1680,14.25,Choice Taxi Association,21.1,28.0
800,1.5,840,11.5,"Taxicab Insurance Agency, LLC",0.0,14.0
801,1.5,840,9.5,"Taxicab Insurance Agency, LLC",0.0,14.0
802,5.83,3263,28.0,Flash Cab,0.0,54.38333333333333
803,0.52,291,5.0,City Service,0.0,4.85
804,4.06,2272,18.5,Chicago Independents,25.7,37.86666666666667
805,1.16,649,7.75,Star North Taxi Management Llc,38.7,10.816666666666666
806,1.79,1001,9.0,Taxicab Insurance Agency Llc,23.0,16.683333333333334
807,0.71,397,6.0,Flash Cab,0.0,6.616666666666666
808,1.39,777,8.25,Star North Taxi Management Llc,36.4,12.95
809,3.96,2213,18.5,Flash Cab,20.5,36.88333333333333
810,1.06,592,9.0,Blue Ribbon Taxi Association,23.0,9.866666666666667
811,1.1,614,7.25,Chicago Independents,0.0,10.233333333333333
812,1.1,614,7.25,Sun Taxi,0.0,10.233333333333333
813,4.4,2455,21.5,Flash Cab,0.0,40.916666666666664
814,1.59,887,9.25,Sun Taxi,32.4,14.783333333333333
815,0.83,463,6.5,Flash Cab,30.8,7.716666666666667
816,0.9,502,6.5,Chicago Independents,0.0,8.366666666666667
817,0.59,329,5.5,City Service,0.0,5.483333333333333
818,1.77,987,10.75,Medallion Leasin,0.0,16.45
819,1.4,780,8.5,"Taxicab Insurance Agency, LLC",15.1,13.0
820,1.4,780,8.25,Taxi Affiliation Services,0.0,13.0
821,1.4,780,8.25,Taxi Affiliation Services,0.0,13.0
822,1.83,1019,10.5,City Service,38.1,16.983333333333334
823,1.32,735,8.5,Flash Cab,0.0,12.25
824,1.11,618,7.5,Taxicab Insurance Agency Llc,13.3,10.3
825,1.33,740,8.5,Star North Taxi Management Llc,23.5,12.333333333333334
826,2.59,1440,11.6,Sun Taxi,0.0,24.0
827,0.84,467,6.75,Sun Taxi,29.6,7.783333333333333
828,2.24,1245,11.5,Flash Cab,0.0,20.75
829,1.42,789,9.0,City Service,22.9,13.15
830,2.7,1500,13.5,Taxi Affiliation Services,20.7,25.0
831,5.4,3000,26.75,Top Cab Affiliation,0.0,50.0
832,0.92,511,7.0,Taxicab Insurance Agency Llc,0.0,8.516666666666667
833,2.22,1233,12.0,Blue Ribbon Taxi Association,0.0,20.55
834,1.77,983,10.0,Taxicab Insurance Agency Llc,20.0,16.383333333333333
835,1.5,833,9.0,Chicago Independents,23.0,13.883333333333333
836,0.89,494,6.5,Sun Taxi,40.0,8.233333333333333
837,0.73,405,5.75,Taxicab Insurance Agency Llc,0.0,6.75
838,1.68,932,10.0,Sun Taxi,0.0,15.533333333333333
839,1.18,654,7.75,City Service,0.0,10.9
840,0.61,338,5.5,Taxicab Insurance Agency Llc,57.1,5.633333333333334
841,1.3,720,8.0,Top Cab Affiliation,25.0,12.0
842,5.22,2890,24.0,Flash Cab,29.2,48.166666666666664
843,0.99,548,7.25,Taxicab Insurance Agency Llc,0.0,9.133333333333333
844,3.8,2100,18.0,Top Cab Affiliation,20.6,35.0
845,2.48,1370,13.25,City Service,0.0,22.833333333333332
846,1.8,994,10.5,Chicago Independents,0.0,16.566666666666666
847,0.77,425,6.0,24 Seven Taxi,0.0,7.083333333333333
848,1.35,745,9.0,City Service,17.2,12.416666666666666
849,0.56,309,5.75,Chicago Independents,69.6,5.15
850,0.87,480,6.5,Taxicab Insurance Agency Llc,0.0,8.0
851,1.76,971,9.0,City Service,22.9,16.183333333333334
852,0.68,375,6.0,Chicago Independents,0.0,6.25
853,1.11,612,9.0,City Service,22.9,10.2
854,2.01,1108,12.0,Taxicab Insurance Agency Llc,0.0,18.466666666666665
855,1.31,722,8.25,Flash Cab,21.2,12.033333333333333
856,0.61,336,5.5,Flash Cab,0.0,5.6
857,1.4,771,9.25,Sun Taxi,0.0,12.85
858,0.71,391,5.75,Sun Taxi,0.0,6.516666666666667
859,5.59,3078,25.5,Flash Cab,0.0,51.3
860,0.97,534,7.0,Medallion Leasin,0.0,8.9
861,0.94,517,7.0,City Service,25.0,8.616666666666667
862,1.2,660,7.5,Taxi Affiliation Services,0.0,11.0
863,1.2,660,7.75,Chicago Independents,38.7,11.0
864,1.2,660,9.5,"Taxicab Insurance Agency, LLC",0.0,11.0
865,1.2,660,7.5,Taxi Affiliation Services,53.3,11.0
866,0.78,429,6.25,Medallion Leasin,0.0,7.15
867,1.2,660,7.5,Taxi Affiliation Services,0.0,11.0
868,1.2,660,8.0,Taxi Affiliation Services,0.0,11.0
869,1.2,660,7.75,Taxi Affiliation Services,0.0,11.0
870,0.66,363,6.0,Flash Cab,0.0,6.05
871,1.2,660,7.5,Chicago Independents,53.3,11.0
872,1.2,660,8.0,"Taxicab Insurance Agency, LLC",0.0,11.0
873,0.92,506,6.75,Star North Taxi Management Llc,44.4,8.433333333333334
874,1.2,660,7.75,U Taxicab,0.0,11.0
875,2.1,1154,11.25,Medallion Leasin,0.0,19.233333333333334
876,0.79,434,6.25,Medallion Leasin,32.0,7.233333333333333
877,0.75,412,5.75,Flash Cab,0.0,6.866666666666666
878,4.11,2257,14.11,Star North Taxi Management Llc,28.8,37.61666666666667
879,0.51,280,5.0,City Service,0.0,4.666666666666667
